service_id,date,exception_type
000046,20181126,1
000046,20181127,1
000046,20181128,1
000046,20181129,1
000046,20181130,1
000046,20181203,1
000046,20181204,1
000046,20181205,1
000046,20181206,1
000046,20181207,1
000047,20181103,1
000048,20181117,1
000048,20181124,1
000048,20181201,1
000049,20181118,1
000049,20181125,1
000049,20181202,1
000050,20181118,1
000050,20181119,1
000050,20181125,1
000050,20181126,1
000050,20181202,1
000050,20181203,1
000051,20181120,1
000052,20181105,1
000052,20181106,1
000052,20181107,1
000052,20181108,1
000052,20181112,1
000052,20181113,1
000052,20181114,1
000052,20181115,1
000052,20181119,1
000052,20181120,1
000052,20181121,1
000052,20181122,1
000052,20181123,1
000052,20181126,1
000052,20181127,1
000052,20181128,1
000052,20181129,1
000052,20181130,1
000052,20181203,1
000052,20181204,1
000052,20181205,1
000052,20181206,1
000052,20181207,1
000053,20181117,1
000054,20181201,1
000055,20181202,1
000056,20181102,1
000056,20181104,1
000056,20181105,1
000056,20181111,1
000056,20181112,1
000056,20181118,1
000056,20181119,1
000056,20181125,1
000056,20181126,1
000056,20181202,1
000056,20181203,1
000057,20181111,1
000057,20181112,1
000057,20181118,1
000057,20181119,1
000058,20181118,1
000058,20181202,1
000059,20181111,1
000060,20181102,1
000060,20181103,1
000060,20181104,1
000060,20181105,1
000061,20181105,1
000061,20181106,1
000061,20181107,1
000061,20181108,1
000061,20181109,1
000061,20181112,1
000061,20181113,1
000061,20181114,1
000061,20181115,1
000061,20181116,1
000061,20181119,1
000061,20181121,1
000061,20181122,1
000061,20181123,1
000061,20181126,1
000061,20181127,1
000061,20181128,1
000061,20181129,1
000061,20181130,1
000061,20181203,1
000061,20181204,1
000061,20181205,1
000061,20181206,1
000061,20181207,1
000062,20181203,1
000062,20181204,1
000062,20181205,1
000062,20181206,1
000062,20181207,1
000063,20181102,1
000063,20181105,1
000063,20181106,1
000063,20181107,1
000063,20181108,1
000063,20181109,1
000063,20181112,1
000063,20181113,1
000063,20181114,1
000063,20181115,1
000063,20181116,1
000063,20181120,1
000063,20181121,1
000063,20181122,1
000063,20181123,1
000063,20181126,1
000063,20181127,1
000063,20181128,1
000063,20181129,1
000063,20181130,1
000063,20181203,1
000063,20181204,1
000063,20181205,1
000063,20181206,1
000063,20181207,1
000064,20181119,1
000065,20181208,1
000066,20181124,1
000066,20181125,1
000067,20181103,1
000067,20181104,1
000067,20181201,1
000067,20181202,1
000069,20181118,1
000069,20181201,1
000069,20181202,1
000070,20181110,1
000070,20181111,1
000070,20181117,1
000071,20181102,1
000071,20181105,1
000071,20181113,1
000071,20181114,1
000071,20181115,1
000071,20181116,1
000071,20181119,1
000071,20181120,1
000071,20181121,1
000071,20181122,1
000071,20181123,1
000071,20181126,1
000071,20181127,1
000071,20181128,1
000071,20181129,1
000071,20181130,1
000071,20181203,1
000071,20181204,1
000071,20181205,1
000071,20181206,1
000071,20181207,1
000072,20181106,1
000072,20181107,1
000072,20181108,1
000072,20181109,1
000072,20181112,1
000073,20181102,1
000073,20181105,1
000073,20181119,1
000073,20181120,1
000073,20181121,1
000073,20181122,1
000073,20181123,1
000073,20181126,1
000073,20181127,1
000073,20181128,1
000073,20181129,1
000073,20181130,1
000073,20181203,1
000073,20181204,1
000073,20181205,1
000073,20181206,1
000073,20181207,1
000074,20181106,1
000074,20181107,1
000074,20181108,1
000074,20181109,1
000074,20181112,1
000074,20181113,1
000074,20181114,1
000074,20181115,1
000074,20181116,1
000075,20181102,1
000075,20181119,1
000075,20181120,1
000075,20181121,1
000075,20181122,1
000075,20181123,1
000075,20181126,1
000075,20181127,1
000075,20181128,1
000075,20181129,1
000075,20181130,1
000075,20181203,1
000075,20181204,1
000075,20181205,1
000075,20181206,1
000075,20181207,1
000076,20181105,1
000076,20181106,1
000076,20181107,1
000076,20181108,1
000076,20181109,1
000076,20181112,1
000076,20181113,1
000076,20181114,1
000076,20181115,1
000076,20181116,1
000077,20181110,1
000077,20181111,1
000077,20181117,1
000077,20181118,1
000077,20181201,1
000077,20181202,1
000078,20181112,1
000078,20181113,1
000078,20181114,1
000078,20181115,1
000078,20181116,1
000078,20181208,1
000079,20181105,1
000079,20181106,1
000079,20181107,1
000079,20181108,1
000079,20181109,1
000080,20181102,1
000080,20181112,1
000080,20181113,1
000080,20181114,1
000080,20181115,1
000080,20181116,1
000080,20181119,1
000080,20181120,1
000080,20181121,1
000080,20181122,1
000080,20181123,1
000080,20181126,1
000080,20181127,1
000080,20181128,1
000080,20181129,1
000080,20181130,1
000080,20181203,1
000080,20181204,1
000080,20181205,1
000080,20181206,1
000080,20181207,1
000081,20181105,1
000081,20181106,1
000081,20181107,1
000081,20181108,1
000081,20181112,1
000081,20181113,1
000081,20181114,1
000081,20181115,1
000081,20181119,1
000081,20181120,1
000081,20181121,1
000081,20181122,1
000081,20181126,1
000081,20181127,1
000081,20181128,1
000081,20181129,1
000081,20181203,1
000081,20181204,1
000081,20181205,1
000081,20181206,1
000082,20181102,1
000082,20181109,1
000082,20181116,1
000082,20181123,1
000082,20181130,1
000082,20181207,1
000083,20181102,1
000083,20181105,1
000083,20181106,1
000083,20181107,1
000083,20181108,1
000083,20181109,1
000083,20181112,1
000083,20181113,1
000083,20181114,1
000083,20181115,1
000083,20181116,1
000083,20181119,1
000083,20181120,1
000083,20181121,1
000083,20181122,1
000083,20181123,1
000083,20181126,1
000083,20181203,1
000083,20181204,1
000083,20181205,1
000083,20181206,1
000083,20181207,1
000084,20181127,1
000084,20181128,1
000084,20181129,1
000084,20181130,1
000085,20181102,1
000085,20181105,1
000085,20181106,1
000085,20181107,1
000085,20181108,1
000085,20181109,1
000085,20181110,1
000085,20181111,1
000085,20181112,1
000085,20181113,1
000085,20181114,1
000085,20181115,1
000085,20181116,1
000085,20181119,1
000085,20181120,1
000085,20181121,1
000085,20181122,1
000085,20181123,1
000085,20181126,1
000085,20181127,1
000085,20181128,1
000085,20181129,1
000085,20181130,1
000085,20181203,1
000085,20181204,1
000085,20181205,1
000085,20181206,1
000085,20181207,1
000086,20181102,1
000086,20181103,1
000086,20181104,1
000086,20181105,1
000086,20181106,1
000086,20181107,1
000086,20181108,1
000086,20181109,1
000086,20181112,1
000086,20181113,1
000086,20181114,1
000086,20181115,1
000086,20181116,1
000086,20181117,1
000086,20181118,1
000086,20181119,1
000086,20181120,1
000086,20181121,1
000086,20181122,1
000086,20181123,1
000086,20181124,1
000086,20181125,1
000086,20181126,1
000086,20181127,1
000086,20181128,1
000086,20181129,1
000086,20181130,1
000086,20181201,1
000086,20181202,1
000086,20181203,1
000086,20181204,1
000086,20181205,1
000086,20181206,1
000086,20181207,1
000086,20181208,1
000087,20181102,1
000087,20181105,1
000087,20181106,1
000087,20181107,1
000087,20181108,1
000087,20181109,1
000087,20181112,1
000087,20181120,1
000087,20181121,1
000087,20181122,1
000087,20181123,1
000087,20181126,1
000087,20181203,1
000087,20181204,1
000087,20181205,1
000087,20181206,1
000087,20181207,1
000088,20181113,1
000088,20181114,1
000088,20181115,1
000088,20181116,1
000089,20181119,1
000089,20181127,1
000089,20181128,1
000089,20181129,1
000089,20181130,1
000090,20181104,1
000090,20181111,1
000090,20181118,1
000090,20181125,1
000091,20181103,1
000091,20181110,1
000091,20181117,1
000091,20181124,1
000091,20181201,1
000091,20181208,1
000092,20181103,1
000092,20181110,1
000092,20181124,1
000092,20181201,1
000092,20181208,1
000093,20181102,1
000093,20181105,1
000093,20181112,1
000093,20181119,1
000093,20181126,1
000093,20181203,1
000094,20181105,1
000094,20181112,1
000094,20181119,1
000094,20181126,1
000094,20181203,1
000094,20181204,1
000094,20181205,1
000094,20181206,1
000094,20181207,1
000095,20181102,1
000095,20181106,1
000095,20181107,1
000095,20181108,1
000095,20181109,1
000095,20181113,1
000095,20181114,1
000095,20181115,1
000095,20181116,1
000095,20181120,1
000095,20181121,1
000095,20181122,1
000095,20181123,1
000095,20181127,1
000095,20181128,1
000095,20181129,1
000095,20181130,1
000096,20181125,1
000096,20181126,1
000096,20181202,1
000096,20181203,1
000097,20181102,1
000097,20181105,1
000097,20181106,1
000097,20181107,1
000097,20181108,1
000097,20181109,1
000097,20181112,1
000097,20181113,1
000097,20181114,1
000097,20181115,1
000097,20181116,1
000097,20181119,1
000097,20181120,1
000097,20181121,1
000097,20181122,1
000097,20181123,1
000097,20181124,1
000097,20181125,1
000097,20181126,1
000097,20181127,1
000097,20181128,1
000097,20181129,1
000097,20181130,1
000097,20181203,1
000097,20181204,1
000097,20181205,1
000097,20181206,1
000097,20181207,1
000097,20181208,1
000098,20181124,1
000098,20181125,1
000098,20181208,1
000099,20181102,1
000099,20181105,1
000099,20181106,1
000099,20181107,1
000099,20181108,1
000099,20181109,1
000099,20181116,1
000099,20181119,1
000099,20181120,1
000099,20181121,1
000099,20181122,1
000099,20181123,1
000099,20181126,1
000099,20181127,1
000099,20181128,1
000099,20181129,1
000099,20181130,1
000099,20181203,1
000099,20181204,1
000099,20181205,1
000099,20181206,1
000099,20181207,1
000100,20181112,1
000100,20181113,1
000100,20181114,1
000100,20181115,1
000101,20181102,1
000101,20181105,1
000101,20181106,1
000101,20181107,1
000101,20181108,1
000101,20181109,1
000101,20181112,1
000101,20181113,1
000101,20181114,1
000101,20181115,1
000101,20181116,1
000101,20181119,1
000101,20181120,1
000101,20181121,1
000101,20181122,1
000101,20181123,1
000101,20181126,1
000101,20181127,1
000101,20181128,1
000101,20181129,1
000101,20181130,1
000101,20181203,1
000101,20181204,1
000101,20181205,1
000101,20181206,1
000101,20181207,1
000101,20181208,1
000102,20181110,1
000102,20181111,1
000102,20181117,1
000102,20181118,1
000102,20181201,1
000102,20181202,1
000102,20181208,1
000103,20181110,1
000103,20181111,1
000103,20181208,1
000104,20181103,1
000104,20181104,1
000104,20181208,1
000105,20181110,1
000105,20181111,1
000105,20181117,1
000105,20181118,1
000105,20181124,1
000105,20181125,1
000105,20181201,1
000105,20181202,1
000106,20181110,1
000106,20181111,1
000106,20181124,1
000106,20181125,1
000106,20181201,1
000106,20181202,1
000107,20181124,1
000107,20181201,1
000107,20181202,1
000108,20181125,1
000109,20181102,1
000109,20181105,1
000109,20181106,1
000109,20181107,1
000109,20181108,1
000109,20181109,1
000109,20181119,1
000109,20181120,1
000109,20181121,1
000109,20181122,1
000109,20181123,1
000110,20181112,1
000110,20181113,1
000110,20181114,1
000110,20181115,1
000110,20181116,1
000110,20181126,1
000110,20181127,1
000110,20181128,1
000110,20181129,1
000110,20181130,1
000110,20181203,1
000110,20181204,1
000110,20181205,1
000110,20181206,1
000110,20181207,1
000111,20181103,1
000111,20181110,1
000114,20181102,1
000114,20181103,1
000114,20181105,1
000114,20181106,1
000114,20181107,1
000114,20181108,1
000114,20181109,1
000114,20181110,1
000114,20181112,1
000114,20181113,1
000114,20181114,1
000114,20181115,1
000114,20181116,1
000114,20181117,1
000114,20181119,1
000114,20181120,1
000114,20181121,1
000114,20181122,1
000114,20181123,1
000114,20181124,1
000114,20181126,1
000114,20181127,1
000114,20181128,1
000114,20181129,1
000114,20181130,1
000114,20181201,1
000114,20181203,1
000114,20181204,1
000114,20181205,1
000114,20181206,1
000114,20181207,1
000114,20181208,1
000115,20181124,1
000115,20181208,1
000116,20181103,1
000116,20181110,1
000116,20181117,1
000117,20181105,1
000117,20181106,1
000117,20181107,1
000117,20181112,1
000117,20181113,1
000117,20181114,1
000117,20181115,1
000117,20181116,1
000117,20181119,1
000117,20181120,1
000117,20181121,1
000117,20181122,1
000117,20181123,1
000117,20181124,1
000117,20181126,1
000117,20181127,1
000117,20181128,1
000117,20181129,1
000117,20181130,1
000117,20181203,1
000117,20181204,1
000117,20181205,1
000117,20181206,1
000117,20181207,1
000117,20181208,1
000118,20181102,1
000118,20181108,1
000118,20181109,1
000119,20181105,1
000119,20181106,1
000119,20181107,1
000119,20181112,1
000119,20181113,1
000119,20181114,1
000119,20181115,1
000119,20181116,1
000119,20181119,1
000119,20181120,1
000119,20181121,1
000119,20181122,1
000119,20181123,1
000119,20181124,1
000119,20181125,1
000119,20181126,1
000119,20181127,1
000119,20181128,1
000119,20181129,1
000119,20181130,1
000119,20181203,1
000119,20181204,1
000119,20181205,1
000119,20181206,1
000119,20181207,1
000119,20181208,1
000120,20181104,1
000120,20181111,1
000120,20181118,1
000121,20181105,1
000121,20181106,1
000121,20181107,1
000121,20181112,1
000121,20181113,1
000121,20181114,1
000121,20181115,1
000121,20181116,1
000121,20181119,1
000121,20181120,1
000121,20181121,1
000121,20181122,1
000121,20181123,1
000121,20181124,1
000121,20181125,1
000121,20181128,1
000121,20181129,1
000121,20181130,1
000121,20181203,1
000121,20181204,1
000121,20181205,1
000121,20181206,1
000121,20181207,1
000121,20181208,1
000122,20181126,1
000122,20181127,1
000123,20181104,1
000123,20181111,1
000123,20181118,1
000123,20181124,1
000123,20181125,1
000123,20181202,1
000123,20181208,1
000124,20181102,1
000124,20181105,1
000124,20181106,1
000124,20181107,1
000124,20181108,1
000124,20181112,1
000124,20181113,1
000124,20181114,1
000124,20181115,1
000124,20181119,1
000124,20181120,1
000124,20181121,1
000124,20181122,1
000124,20181123,1
000124,20181126,1
000124,20181127,1
000124,20181128,1
000124,20181129,1
000124,20181130,1
000124,20181203,1
000124,20181204,1
000124,20181205,1
000124,20181206,1
000124,20181207,1
000125,20181109,1
000125,20181116,1
000126,20181102,1
000126,20181105,1
000126,20181106,1
000126,20181107,1
000126,20181108,1
000126,20181109,1
000126,20181112,1
000126,20181113,1
000126,20181114,1
000126,20181115,1
000126,20181116,1
000126,20181119,1
000126,20181120,1
000126,20181121,1
000126,20181122,1
000126,20181123,1
000126,20181128,1
000126,20181129,1
000126,20181130,1
000126,20181203,1
000126,20181204,1
000126,20181205,1
000126,20181206,1
000126,20181207,1
000127,20181102,1
000127,20181105,1
000127,20181106,1
000127,20181107,1
000127,20181108,1
000127,20181109,1
000127,20181112,1
000127,20181113,1
000127,20181114,1
000127,20181115,1
000127,20181116,1
000127,20181119,1
000127,20181120,1
000127,20181121,1
000127,20181122,1
000127,20181123,1
000127,20181125,1
000127,20181126,1
000127,20181127,1
000127,20181128,1
000127,20181129,1
000127,20181130,1
000127,20181203,1
000127,20181204,1
000127,20181205,1
000127,20181206,1
000127,20181207,1
000128,20181102,1
000128,20181105,1
000128,20181106,1
000128,20181107,1
000128,20181108,1
000128,20181109,1
000128,20181112,1
000128,20181113,1
000128,20181114,1
000128,20181115,1
000128,20181116,1
000128,20181119,1
000128,20181120,1
000128,20181121,1
000128,20181122,1
000128,20181123,1
000128,20181124,1
000128,20181126,1
000128,20181127,1
000128,20181128,1
000128,20181129,1
000128,20181130,1
000128,20181203,1
000128,20181204,1
000128,20181205,1
000128,20181206,1
000128,20181207,1
000128,20181208,1
000129,20181102,1
000129,20181105,1
000129,20181106,1
000129,20181107,1
000129,20181108,1
000129,20181109,1
000129,20181112,1
000129,20181113,1
000129,20181114,1
000129,20181115,1
000129,20181116,1
000129,20181119,1
000129,20181120,1
000129,20181121,1
000129,20181122,1
000129,20181123,1
000129,20181124,1
000129,20181125,1
000129,20181128,1
000129,20181129,1
000129,20181130,1
000129,20181203,1
000129,20181204,1
000129,20181205,1
000129,20181206,1
000129,20181207,1
000129,20181208,1
000130,20181102,1
000130,20181104,1
000130,20181105,1
000130,20181106,1
000130,20181107,1
000130,20181108,1
000130,20181109,1
000130,20181111,1
000130,20181112,1
000130,20181113,1
000130,20181114,1
000130,20181115,1
000130,20181116,1
000130,20181118,1
000130,20181119,1
000130,20181120,1
000130,20181121,1
000130,20181122,1
000130,20181123,1
000130,20181125,1
000130,20181126,1
000130,20181127,1
000130,20181128,1
000130,20181129,1
000130,20181130,1
000130,20181202,1
000130,20181203,1
000130,20181204,1
000130,20181205,1
000130,20181206,1
000130,20181207,1
000131,20181102,1
000131,20181109,1
000132,20181105,1
000132,20181106,1
000132,20181107,1
000132,20181108,1
000132,20181112,1
000132,20181113,1
000132,20181114,1
000132,20181115,1
000132,20181116,1
000132,20181119,1
000132,20181120,1
000132,20181121,1
000132,20181122,1
000132,20181123,1
000132,20181126,1
000132,20181127,1
000132,20181128,1
000132,20181129,1
000132,20181130,1
000132,20181203,1
000132,20181204,1
000132,20181205,1
000132,20181206,1
000132,20181207,1
000133,20181102,1
000133,20181105,1
000133,20181106,1
000133,20181107,1
000133,20181108,1
000133,20181109,1
000133,20181112,1
000133,20181113,1
000133,20181114,1
000133,20181115,1
000133,20181116,1
000133,20181119,1
000133,20181120,1
000133,20181121,1
000133,20181122,1
000133,20181123,1
000133,20181126,1
000133,20181127,1
000133,20181128,1
000133,20181129,1
000133,20181130,1
000133,20181203,1
000133,20181204,1
000133,20181205,1
000133,20181207,1
000134,20181206,1
000135,20181201,1
000135,20181208,1
000136,20181103,1
000136,20181110,1
000136,20181117,1
000136,20181124,1
000137,20181108,1
000138,20181105,1
000138,20181106,1
000138,20181107,1
000138,20181112,1
000138,20181113,1
000138,20181114,1
000138,20181115,1
000138,20181116,1
000138,20181119,1
000138,20181120,1
000138,20181121,1
000138,20181122,1
000138,20181123,1
000138,20181126,1
000138,20181127,1
000138,20181128,1
000138,20181129,1
000138,20181130,1
000138,20181203,1
000138,20181204,1
000138,20181205,1
000138,20181206,1
000138,20181207,1
000139,20181103,1
000139,20181106,1
000139,20181107,1
000139,20181108,1
000139,20181109,1
000139,20181110,1
000139,20181113,1
000139,20181114,1
000139,20181115,1
000139,20181116,1
000139,20181117,1
000139,20181120,1
000139,20181121,1
000139,20181122,1
000139,20181123,1
000139,20181124,1
000139,20181127,1
000139,20181128,1
000139,20181129,1
000139,20181130,1
000139,20181201,1
000139,20181204,1
000139,20181205,1
000139,20181206,1
000139,20181207,1
000139,20181208,1
000140,20181102,1
000140,20181105,1
000140,20181106,1
000140,20181107,1
000140,20181108,1
000140,20181109,1
000140,20181112,1
000140,20181120,1
000140,20181121,1
000140,20181122,1
000140,20181123,1
000140,20181126,1
000140,20181127,1
000140,20181128,1
000140,20181129,1
000140,20181130,1
000140,20181203,1
000140,20181204,1
000140,20181205,1
000140,20181206,1
000140,20181207,1
000141,20181113,1
000141,20181114,1
000141,20181115,1
000141,20181116,1
000141,20181119,1
000142,20181102,1
000142,20181105,1
000142,20181106,1
000142,20181107,1
000142,20181108,1
000142,20181112,1
000142,20181113,1
000142,20181114,1
000142,20181115,1
000142,20181116,1
000142,20181119,1
000142,20181120,1
000142,20181121,1
000142,20181122,1
000142,20181123,1
000142,20181126,1
000142,20181127,1
000142,20181128,1
000142,20181129,1
000142,20181130,1
000142,20181203,1
000142,20181204,1
000142,20181205,1
000142,20181206,1
000142,20181207,1
000143,20181109,1
000144,20181102,1
000144,20181105,1
000144,20181108,1
000144,20181109,1
000144,20181112,1
000144,20181113,1
000144,20181114,1
000144,20181115,1
000144,20181116,1
000144,20181119,1
000144,20181120,1
000144,20181121,1
000144,20181122,1
000144,20181123,1
000144,20181126,1
000144,20181127,1
000144,20181128,1
000144,20181129,1
000144,20181130,1
000144,20181203,1
000144,20181204,1
000144,20181206,1
000144,20181207,1
000145,20181106,1
000145,20181107,1
000145,20181205,1
000146,20181102,1
000146,20181105,1
000146,20181106,1
000146,20181109,1
000146,20181112,1
000146,20181113,1
000146,20181114,1
000146,20181116,1
000146,20181119,1
000146,20181120,1
000146,20181121,1
000146,20181122,1
000146,20181123,1
000146,20181126,1
000146,20181127,1
000146,20181128,1
000146,20181129,1
000146,20181130,1
000146,20181203,1
000146,20181204,1
000146,20181205,1
000146,20181206,1
000146,20181207,1
000147,20181107,1
000147,20181108,1
000147,20181115,1
000148,20181102,1
000148,20181105,1
000148,20181106,1
000148,20181107,1
000148,20181108,1
000148,20181119,1
000148,20181120,1
000148,20181121,1
000148,20181122,1
000148,20181123,1
000148,20181126,1
000148,20181127,1
000148,20181128,1
000148,20181129,1
000148,20181130,1
000148,20181203,1
000148,20181204,1
000148,20181205,1
000148,20181206,1
000148,20181207,1
000149,20181109,1
000149,20181112,1
000149,20181113,1
000149,20181114,1
000149,20181115,1
000149,20181116,1
000150,20181105,1
000150,20181106,1
000150,20181119,1
000150,20181120,1
000150,20181121,1
000150,20181122,1
000150,20181123,1
000150,20181126,1
000150,20181127,1
000150,20181128,1
000150,20181129,1
000150,20181130,1
000150,20181203,1
000150,20181204,1
000150,20181205,1
000150,20181206,1
000150,20181207,1
000151,20181102,1
000151,20181107,1
000151,20181108,1
000151,20181109,1
000151,20181112,1
000151,20181113,1
000151,20181114,1
000151,20181115,1
000151,20181116,1
000152,20181103,1
000152,20181104,1
000152,20181110,1
000152,20181111,1
000152,20181117,1
000152,20181118,1
000152,20181201,1
000152,20181202,1
000152,20181208,1
000153,20181102,1
000153,20181103,1
000153,20181104,1
000153,20181110,1
000153,20181111,1
